Filename,Font name,Uploaded to google drive,Download FREE font from:,,,,font_folder
10118,HelveticaNeueBold.otf,YES,https://font.download/font/helvetica-neue-5,Helvetica Neue Bold ,Helvetica Neue Bold ,Helvetica Neue Bold ,helvetica-neue(family)
10119,impact.ttf,YES,https://font.download/font/impact,Impact,Impact,Impact,impact(family)
10120,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10121,Collapsed System CAPS.ttf,YES,https://www.whatfontis.com/FF_Collapsed-System-CAPS.font,Collapsed System CAPS,Collapsed System CAPS,Collapsed System CAPS,collapsed-system-caps
10122,bitcrusher condensed bd.ttf,YES,https://www.whatfontis.com/FF_BitcrusherCdRg-Bold.font,BitcrusherCdRg-Bold,BitcrusherCdRg-Bold,BitcrusherCdRg-Bold,bitcrushercdrg-bold
10123,MEDIAN30.TTF,YES,https://www.whatfontis.com/FF_Medianburner.font,Medianburner,Medianburner,Medianburner,
10124,HelveticaNeueBlack.otf,YES,https://font.download/font/helvetica-neue-5,"Neue Helvetica Paneuropean 97 Condensed Black","Neue Helvetica Paneuropean 97 Condensed Black","Neue Helvetica Paneuropean 97 Condensed Black",helvetica-neue(family)
10125,HelveticaNeueBold.otf,YES,https://font.download/font/helvetica-neue-5,Helvetica bold,Helvetica bold,Helvetica bold,helvetica-neue(family)
10126,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,"Bobby Jones Regular","Bobby Jones Regular","Bobby Jones Regular",bobby-jones-regular
10127,SEBASTIAN_INFORMAL.otf,YES,https://www.whatfontis.com/FF_SEBASTIAN-INFORMAL.font,SEBASTIAN INFORMAL,SEBASTIAN INFORMAL,SEBASTIAN INFORMAL,sebastian-informal
10128,Montserrat-ExtraBold.ttf,YES,https://fonts.google.com/specimen/Montserrat,Montserrat ExtraBold,Montserrat ExtraBold,Montserrat ExtraBold,
10129,ARIAL.TTF,YES,Arial Font Family Download,Arial,Arial,Arial,
10130,FUTURAMEDIUM.TTF,YES,Futura-Medium Font Family Download,Futura,Futura,Futura,futura-medium(family)
10131,Helvetica-Bold.ttf,YES,https://font.download/font/helvetica-255,"Helvetica Now Pro Display ExtraBold","Helvetica Now Pro Display ExtraBold","Helvetica Now Pro Display ExtraBold",helvetica-bold-condensed
10132,Warpaint.ttf,YES,https://www.whatfontis.com/FF_Warpaint.font,Warpaint,Warpaint,Warpaint,warpaint
10133,Canela-Regular-Trial.otf,YES,https://font.download/font/canela-text-trial,Canela,Canela,Canela,canela-text-trial(family)
10134,TallDrink.ttf,YES,https://www.whatfontis.com/FF_Tall-Drink.font,Tall Drink,Tall Drink,Tall Drink,tall-drink
10135,Helvetica.ttf,YES,https://www.whatfontis.com/FF_Lunchtype24-Expanded-Medium.font,Helvetica,Helvetica,Helvetica,helvetica(family)
10136,FUTURAMEDIUM.TTF,YES,Futura-Medium Font Family Download,Futura,Futura,Futura,futura-medium(family)
10137,Didot.otf,YES,Didot Font Family Download | Free Font.Download,Didot,Didot,Didot,
10138,DancingScript-Regular.ttf,YES,Dancing Script Font Family Download | Free Font.Download,Dancing Script,Dancing Script,Dancing Script,dancing-script(family)
10139,OPTIAlternateThree.otf,YES,https://www.ffonts.net/OPTIAlternateThree.font,OPTIAlternateThree font,OPTIAlternateThree font,OPTIAlternateThree font,OPTIAlternateThree
10140,LuckiestGuy-Regular.ttf,YES,Luckiest Guy - Google Fonts,Luckiest guy,Luckiest guy,Luckiest guy,Luckiest_Guy
10141,Crashbow.otf,YES,Crashbow Font | dafont.com,Crashbow,Crashbow,Crashbow,crashbow
10142,Iron & Brine.ttf,YES,Iron & Brine font,Iron & Brine font,Iron & Brine font,Iron & Brine font,Iron-Brine
10143,Helvetica.ttf,YES,https://font.download/font/helvetica-255,Helvetica,Helvetica,Helvetica,helvetica(family)
10144,JiwakuMenanti-qZGO2.otf,YES,Jiwaku Menanti Font | Sronstudio | FontSpace,Jiwaku Menanti Font,Jiwaku Menanti Font,Jiwaku Menanti Font,jiwaku-menanti-font
10145,Endless heartache.ttf,YES,Endless heartache font,Endless heartache font,Endless heartache font,Endless heartache font,Endless heartache
10146,Anko-PersonalUse-Medium.otf,YES,Anko Personal Use Font Family Download,AnkoPersonalUse-Medium font,AnkoPersonalUse-Medium font,AnkoPersonalUse-Medium font,anko-personal-use
10147,PH-400RegularCaps.otf,YES,PH Font Family Download | Free Font.Download,PH 400 Regular Caps font,PH 400 Regular Caps font,PH 400 Regular Caps font,
10148,Landw.ttf,YES,Land Whale Font Family Download | Free Font.Download,Land Whale font,Land Whale font,Land Whale font,
10149,hectic.ttf,YES,hectic Font Download,hectic font,hectic font,hectic font,hectic
10150,QUANTU1H.TTF,YES,VI Quan Tu Font | Download for Free - FFonts.net,VI Quan Tu font,VI Quan Tu font,VI Quan Tu font,VI-Quan-Tu
10151,VREMFB__.TTF,YES,VremyaFWF Bold font | Fonts2u.com,VremyaFWF Bold font,VremyaFWF Bold font,VremyaFWF Bold font,vremyafwf
10152,Unability.otf,YES,Unability Font | dafont.com,Unability font,Unability font,Unability font,unability
10153,StormlandPersonalUseOnlyMedium-DOypx.otf,YES,Stormland PERSONAL USE ONLY Font Family Download | Free Font.Download,Stormland PERSONAL USE ONLY Medium font,Stormland PERSONAL USE ONLY Medium font,Stormland PERSONAL USE ONLY Medium font,stormland-personal-use-only
10154,COMICBOLD.ttf,YES,COMICBOLD Font | Download for Free - FFonts.net,COMICBOLD font,COMICBOLD font,COMICBOLD font,COMICBOLD
10155,Pelita Std-Bold.otf,YES,Pelita Grande Std Font Family Download,Pelita Grande Std Font Family,Pelita Grande Std Font Family,Pelita Grande Std Font Family,compacta-std-bold
10156,DK Cut Along.otf,YES,DK Cut Along Font | dafont.com,Cut Along Regular,Cut Along Regular,Cut Along Regular,dk_cut_along
10157,Minneapolis.ttf,YES,Minneapolis Font | dafont.com,Minneapolis font,Minneapolis font,Minneapolis font,minneapolis
10158,KOMIKAH_.ttf,YES,Komika Hands Font Family Download,Komika Hands Font Family,Komika Hands Font Family,Komika Hands Font Family,komika-hands
10159,Bienetresocial.ttf,YES,Bienetresocial Font Family Download,Bienetresocial Font Family,Bienetresocial Font Family,Bienetresocial Font Family,bienetresocial
10160,WinstonRegular.ttf,YES,Winston Font Family Download,Winston Black font,Winston Black font,Winston Black font,wien-pro-unic-regular
10161,Helvetica-Bold.ttf,YES,Helvetica Font Family Download,"Helvetica Now Pro Display ExtraBold","Helvetica Now Pro Display ExtraBold","Helvetica Now Pro Display ExtraBold",helvetica-bold-condensed
10162,villainteamup.ttf,YES,Villain Team-Up Font Family Download,Villain Team-Up font,Villain Team-Up font,Villain Team-Up font,villain-team-up
10163,Daily WALKER Font by 7NTypes.otf,YES,https://online-fonts.com/fonts/daily-walker/download,DailyWALKER font,DailyWALKER font,DailyWALKER font,
10164,Widdershins DEMO.otf,YES,Widdershins DEMO Font Download,Widdershins DEMO Font,Widdershins DEMO Font,Widdershins DEMO Font,widdershins-demo
10165,Gaffer Type.ttf,YES,Gaffer Type Font Download,Gaffer Type Font,Gaffer Type Font,Gaffer Type Font,
10166,Iwona-Regular.otf,YES,Iwona Font Family Download | Free Font.Download,Iwona Font Family,Iwona Font Family,Iwona Font Family,
10167,Relax - Personal Use by. HIRO.std.ttf,YES,https://www.fontget.com/font/relax-1/,Relax,Relax,Relax,
10168,Astronaut City.ttf,YES,Astronaut City Font Download,Astronaut City font,Astronaut City font,Astronaut City font,astronaut city
10169,Fragile Bombers.otf,YES,Fragile Bombers Font | dafont.com,Fragile Bombers Font Family,Fragile Bombers Font Family,Fragile Bombers Font Family,fragile_bombers
10170,garamond_[allfont.ru].ttf,YES,Garamond Font Download,Garamond Font,Garamond Font,Garamond Font,
10171,PermanentMarker-Regular.ttf,YES,Permanent Marker - Google Fonts,Permanent Marker,Permanent Marker,Permanent Marker,Permanent_Marker
10172,Sunbird DEMO.otf,YES,Sunbird DEMO Regular font - Handwritten Playful,Sunbird,Sunbird,Sunbird,sunbird
10173,FuturaStdBold.otf,YES,https://www.deefont.com/futura-font-family/,Futura Bold,Futura Bold,Futura Bold,futura-std(family)
10174,Peanut Crunch DEMO.otf,YES,Peanut Crunch Font | dafont.com,Peanut Crunch,Peanut Crunch,Peanut Crunch,peanut_crunch
10175,Random Wednesday.ttf,YES,https://www.dafont.com/random-wednesday.font,Random Wednesday ,Random Wednesday ,Random Wednesday ,random_wednesday
10176,Helvetica-Bold.ttf,YES,https://font.download/font/helvetica-255,Helvetica Now Display Bold,Helvetica Now Display Bold,Helvetica Now Display Bold,helvetica-bold-condensed
10177,Helvetica.ttf,YES,https://font.download/font/helvetica-255,Helvetica ,Helvetica ,Helvetica ,helvetica(family)
10178,Helvetica-Bold.ttf,YES,https://font.download/font/helvetica-255,Helvetica Thai Bold,Helvetica Thai Bold,Helvetica Thai Bold,helvetica-bold-condensed
10179,Helvetica.ttf,YES,https://font.download/font/helvetica-255,Helvetica,Helvetica,Helvetica,helvetica(family)
10180,HelveticaNeueMedium.otf,YES,https://font.download/font/helvetica-neue-5,Neue Helvetica,Neue Helvetica,Neue Helvetica,helvetica-neue(family)
10181,HelveticaNeueMedium.otf,YES,https://font.download/font/helvetica-neue-5,Neue Helvetica,Neue Helvetica,Neue Helvetica,helvetica-neue(family)
10182,Comic Sans MS.ttf,YES,https://online-fonts.com/fonts/comic-sans-ms,Comic Sans MS,Comic Sans MS,Comic Sans MS,comic-sans-ms
10183,chamberi-text-semi-bold.otf,YES,maisfontes.com/chamberi-text-semi-bold.font,Chamberi Text SemiBold,Chamberi Text SemiBold,Chamberi Text SemiBold,chamberi-text-semi-bold
10184,BebasNeue.otf,YES,https://font.download/font/bebas-neue,Bebas Neue,Bebas Neue,Bebas Neue,bebas-neue(family)
10185,BebasNeue.otf,YES,https://font.download/font/bebas-neue,Bebas Neue,Bebas Neue,Bebas Neue,bebas-neue(family)
10186,Tablet Gothic Narrow W02 Rg.ttf,YES,https://freefontsfamily.org/tablet-gothic-font-free-download/,Tablet Gothic Norrow ExtraBold,Tablet Gothic Norrow ExtraBold,Tablet Gothic Norrow ExtraBold,
10187,Knopa Bold.otf,YES,https://ifonts.xyz/knopa-font.html,Knopa Bold,Knopa Bold,Knopa Bold,
10188,JazzyCroquette Bold.otf,YES,https://freefonts.co/fonts/jazzycroquette-bold,Jazzy Croquette Bold,Jazzy Croquette Bold,Jazzy Croquette Bold,jazzycroquette-bold
10189,cooperative-bold.otf,YES,https://maisfontes.com/cooperative-bold.font,Cooperative Bold,Cooperative Bold,Cooperative Bold,cooperative-bold
10190,europa-grotesk-medium.ttf,YES,https://www.freefontdownload.org/en/europa-grotesk-medium.font,Europa Grotesk SH Med,Europa Grotesk SH Med,Europa Grotesk SH Med,europa-grotesk-medium
10191,carmen-sans-semi-bold.otf,YES,maisfontes.com/carmen-sans-semi-bold.lettertype,Carmen Sans Semi Bold,Carmen Sans Semi Bold,Carmen Sans Semi Bold,carmen-sans-semi-bold
10192,GellerSansCompressedTest-Black-uploaded-63b63c610cd8b.otf,YES,https://befonts.com/geller-sans-font-family.html,Geller Sans Black,Geller Sans Black,Geller Sans Black,
10193,Carimbo Regular.ttf,YES,https://freefonts.co/fonts/carimbo-regular,Lippy Sans,Lippy Sans,Lippy Sans,carimbo-regular
10194,Basquiat Regular.otf,YES,https://fontsgeek.com/fonts/Basquiat-Regular,Basquiat Irregular Wide,Basquiat Irregular Wide,Basquiat Irregular Wide,basquiat-regular
10195,Gross Regular.otf,YES,https://www.whatfontis.com/FF_Gross-Marivo.font,Lost and Foundry FS ST James,Lost and Foundry FS ST James,Lost and Foundry FS ST James,elixir-sans-regular
10196,VremenaGrotesk.otf,YES,https://www.whatfontis.com/FF_VremenaGrotesk.font,BB Noname Pro Semi Bold,BB Noname Pro Semi Bold,BB Noname Pro Semi Bold,vremenagrotesk
10197,Gordita-Bold.otf,YES,https://dafont.style/download/gordita-font.html,Gordita Bold,Gordita Bold,Gordita Bold,gordita
10198,Lavana Personal Use or Demo.otf,YES,https://www.whatfontis.com/NMY_Lavana-Regular.font,Lavana,Lavana,Lavana,anko-personal-use
10199,HelveticaNeueBold.otf,YES,https://font.download/font/helvetica-neue-5,Neue Helvetica Thai Bold,Neue Helvetica Thai Bold,Neue Helvetica Thai Bold,helvetica-neue(family)
10200,nimbus-sans-bold.otf,YES,https://www.freefontdownload.org/en/nimbus-sans-bold.font,Nimbus Sans Arabic Bold,Nimbus Sans Arabic Bold,Nimbus Sans Arabic Bold,nimbus-sans(family)
10201,Sandy Antoniuss.otf,YES,https://font.download/font/sandy-antoniuss,Sandy Antoniuss Regular,Sandy Antoniuss Regular,Sandy Antoniuss Regular,sandy-antoniuss
10202,FUTURAMEDIUM.TTF,YES,https://font.download/font/futura-medium,Futura Medium,Futura Medium,Futura Medium,futura-medium(family)
10203,RetroSignature-2ODoK.otf,YES,https://font.download/font/retro-signature,Retro Signature Regular,Retro Signature Regular,Retro Signature Regular,retro-signature
10204,Byronic Light.otf,YES,https://ifonts.xyz/byronic-font.html,Byronic Light ,Byronic Light ,Byronic Light ,
10205,Aragon Sans SC Bold.otf,YES,https://freefonts.co/fonts/aragon-sans-sc-bold,URLOP DIY Outline,URLOP DIY Outline,URLOP DIY Outline,aragon-sans-sc-bold
10206,compacta-std-bold.otf,YES,https://www.freefontdownload.org/en/compacta-std-bold.font,"Compacta SH Bold","Compacta SH Bold","Compacta SH Bold",compacta-std-bold
10207,Bondan-Regular.ttf,YES,https://en.bestfonts.pro/font/bondan,"Bondan Regular Bold","Bondan Regular Bold","Bondan Regular Bold",
10208,Bread Store.ttf,YES,https://www.cufonfonts.com/font/bread-store,Bread Store Caps,Bread Store Caps,Bread Store Caps,bread-store
10209,Assistant-Regular.ttf,YES,https://fonts.google.com/specimen/Assistant,"Six Minutes Narrow 300","Six Minutes Narrow 300","Six Minutes Narrow 300",basquiat-regular
10210,Fredoka-Regular.ttf,YES,https://fonts.google.com/specimen/Fredoka,Yarker,Yarker,Yarker,revelstoke-regular
10211,Ithaka.ttf,YES,https://font.download/font/ithaka,Ithaka Bold,Ithaka Bold,Ithaka Bold,ithaka
10212,CormorantGaramond-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Cormorant+Garamond,Verdigris MVB Pro Text Regular Caps,Verdigris MVB Pro Text Regular Caps,Verdigris MVB Pro Text Regular Caps,cormorant-garamond(family)
10213,Krysttal Spears Free.ttf,YES,https://online-fonts.com/fonts/krysttal-spears-free,"Krysttal Spears","Krysttal Spears","Krysttal Spears",krysttal-spears
10214,Asket Extrabold.otf,YES,https://font.download/font/asket-condensed,"Asket Condensed-Medium","Asket Condensed-Medium","Asket Condensed-Medium",
10215,Fontspring-DEMO-grobek-normal.otf,YES,https://befonts.com/grobek-font-family.html,"Grobek Normal","Grobek Normal","Grobek Normal",
10216,ChristmasBellaRegular-EaeRn.ttf,YES,https://font.download/font/christmas-bella,"Christmas Bella","Christmas Bella","Christmas Bella",christmas-bella
10217,DK Framboisier.otf,YES,https://www.1001freefonts.com/dk-framboisier.font,Framboisier Regular,Framboisier Regular,Framboisier Regular,dk-framboisier
10218,UnicaOne-Regular.ttf,YES,https://fonts.google.com/specimen/Unica+One,Spaco Stencil SC Light,Spaco Stencil SC Light,Spaco Stencil SC Light,carimbo-regular
10219,BebasNeue.otf,YES,https://font.download/font/bebas-neue,"Bebas Neue","Bebas Neue","Bebas Neue",bebas-neue(family)
10220,DK Semarang.otf,YES,https://www.1001freefonts.com/semarang.font,Semarang,Semarang,Semarang,semarang
10221,hg-gothic-e.ttf,YES,https://www.freefontdownload.org/en/hg-gothic-e.font,HG Gothic Extrabold,HG Gothic Extrabold,HG Gothic Extrabold,hg-gothic-e
10222,Bimbo Trial.ttf,YES,https://font.download/font/bimbo,Bimbo Regular,Bimbo Regular,Bimbo Regular,
10223,Rubik-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Rubik,RRollie Semi Bold,RRollie Semi Bold,RRollie Semi Bold,
10224,London-BF6543ac8fa30ed.otf,YES,https://font.download/font/london-3,"London Handlettering","London Handlettering","London Handlettering",
10225,BebasNeue.otf,YES,https://font.download/font/bebas-neue,"Bebas Neue","Bebas Neue","Bebas Neue",bebas-neue(family)
10226,Linotype Ego.ttf,YES,https://legionfonts.com/fonts/linotype-ego,"Linotype Ego Pro Regular","Linotype Ego Pro Regular","Linotype Ego Pro Regular",linotype-ego
,,,,,,,
10228,Chantal Medium Regular.ttf,YES,https://freefonts.co/fonts/chantal-medium-regular,Chantal Cyrillic Light,Chantal Cyrillic Light,Chantal Cyrillic Light,chantal-medium-regular
,,,,,,,
10230,DancingScript-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Dancing+Script,"Kayto Hand","Kayto Hand","Kayto Hand",
10231,DharmaGothicE_Regular_R.otf,YES,https://fonts.google.com/specimen/Great+Vibes,JH Lea,JH Lea,JH Lea,dharma-gothic-e(family)
10232,Baloo2-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Baloo+2,"El Grosa Round","El Grosa Round","El Grosa Round",
10233,SensaWild-Fill.ttf,YES,https://en.bestfonts.pro/font/download-web/5dcc0cf36e1d366bf1dd9db1/SensaWild-Fill,Sensa Wild Fill,Sensa Wild Fill,Sensa Wild Fill,sensa-wild-fill
10234,WinkySans-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Winky+Sans?query=sans&script=Latn,Dephion Sans,Dephion Sans,Dephion Sans,
10235,"NunitoSans-VariableFont_YTLC,opsz,wdth,wght.ttf",YES,https://fonts.google.com/specimen/Nunito+Sans,"Headley Sans","Headley Sans","Headley Sans",
10236,Kalam-Bold.ttf,YES,https://fonts.google.com/specimen/Kalam?script=Latn&categoryFilters=Calligraphy:%2FScript%2FHandwritten,"Dynamic Schematic","Dynamic Schematic","Dynamic Schematic",
10237,ShadowsIntoLight-Regular.ttf,YES,https://fonts.google.com/specimen/Shadows+Into+Light?script=Latn&categoryFilters=Calligraphy:%2FScript%2FInformal,"Sidney Bloom Regular","Sidney Bloom Regular","Sidney Bloom Regular",shadows-into-light
10238,breulgroteska-regular.otf,YES,https://www.dafontfree.co/breul-grotesk-font-family/,Breul Grotesk A Semi,Breul Grotesk A Semi,Breul Grotesk A Semi,breul-grotesk(family)
10239,Barlow-Bold.ttf,YES,https://fonts.google.com/specimen/Barlow,Core Sans NR SC 75,Core Sans NR SC 75,Core Sans NR SC 75,
10240,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10241,selima_.otf,YES,https://www.fontsquirrel.com/fonts/selima,Hand Sworth,Hand Sworth,Hand Sworth,selima
10242,RockSalt-Regular.ttf,YES,https://fonts.google.com/specimen/Rock+Salt,Grimnotes Regular,Grimnotes Regular,Grimnotes Regular,
10243,budmo jiggler.otf,YES,https://www.dafont.com/budmo.font,Budmo Solid,Budmo Solid,Budmo Solid,
10244,Dosis-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Dosis?preview.text=ABCDE&query=sans+rounded,"Roves Sans Rough","Roves Sans Rough","Roves Sans Rough",
10245,DancingScript-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Dancing+Script,KG Drops Of Jupiter,KG Drops Of Jupiter,KG Drops Of Jupiter,
10246,GreatVibes-Regular.ttf,YES,https://fonts.google.com/specimen/Great+Vibes,"Wonderhand Semi Cond20 Bold","Wonderhand Semi Cond20 Bold","Wonderhand Semi Cond20 Bold",revelstoke-regular
10247,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10248,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10249,BebasNeue Bold.otf,YES,https://font.download/font/bebas-neue,"Bebas Neue","Bebas Neue","Bebas Neue",bebas-neue(family)
10250,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10251,Gosford.ttf,YES,https://www.ffonts.net/Gosford.font.download,"Gosford Light","Gosford Light","Gosford Light",gosford
10252,Boodle-ExtraBold Regular.otf,YES,https://freefonts.co/fonts/boodle-extrabold-regular,"Boodle Extra Bold","Boodle Extra Bold","Boodle Extra Bold",boodle-extrabold-regular
10253,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10254,KGMissKindergarten.ttf,YES,https://www.dafont.com/kg-miss-kindergarten.font,"KG Miss Kindergarten","KG Miss Kindergarten","KG Miss Kindergarten",kg-miss-kindergarten
10255,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10256,Museo700-Regular.otf,YES,https://font.download/font/museo,Museo Cyrillic 700,Museo Cyrillic 700,Museo Cyrillic 700,malkuns-regular
10257,anzeigengrot.ttf,YES,https://online-fonts.com/fonts/anzeigen-grotesk-t,Anzeigen Grotesk Pro Regular,Anzeigen Grotesk Pro Regular,Anzeigen Grotesk Pro Regular,anzeigen-grotesk-t
10258,BalboaPlus-Fill ?.ttf,YES,https://freefonts.co/fonts/balboaplus-fill,Balboa Plus-Fill,Balboa Plus-Fill,Balboa Plus-Fill,balboa-plus-fill
10259,zurich-bt-bold-extra-condensed.ttf,YES,https://www.freefontdownload.org/en/zurich-bt-bold-extra-condensed.font,"Zurich Std Bold Extra Condensed","Zurich Std Bold Extra Condensed","Zurich Std Bold Extra Condensed",zurich-bt-bold-extra-condensed
10260,BebasNeue Bold.otf,YES,https://font.download/font/bebas-neue,"Roquen Regular","Roquen Regular","Roquen Regular",bebas-neue(family)
10261,BebasNeue Bold.otf,YES,https://font.download/font/bebas-neue,"Densa Black","Densa Black","Densa Black",bebas-neue(family)
10262,Helvetica Bold Condensed.otf,YES,https://font.download/font/helvetica-255,Helvetica Pro Bold Condensed,Helvetica Pro Bold Condensed,Helvetica Pro Bold Condensed,helvetica-bold-condensed
10263,bobby-jones-regular.otf,YES,https://www.freefontdownload.org/en/bobby-jones-regular.font,Bobby Jones Regular,Bobby Jones Regular,Bobby Jones Regular,bobby-jones-regular
10264,KompotSans-ow00A.otf,YES,https://font.download/font/kompot-sans,"Kompot Sans Regular","Kompot Sans Regular","Kompot Sans Regular",kompot-sans
10265,FuturaStdBook.otf,YES,https://font.download/font/futura-std-4,"Futura Std Small Caps Book","Futura Std Small Caps Book","Futura Std Small Caps Book",futura-std(family)
10266,GalanoClassicAltBlack.otf,YES,https://font.download/font/galano-classic-alt,"Galano Classic Black","Galano Classic Black","Galano Classic Black",galano-classic-alt(family)
10267,Neilvard Three Regular.ttf,YES,https://freefonts.co/fonts/neilvard-three-regular,"Neilvard Three","Neilvard Three","Neilvard Three",neilvard-three-regular
10268,movatif_bd.otf,YES,https://fonnts.com/movatif/,"Movatif Bold","Movatif Bold","Movatif Bold",movatif(family)
10269,Generic-G20-FR-Classic-DEMO.otf,YES,https://www.cufonfonts.com/font/generic,"Generic G40 CC Slender","Generic G40 CC Slender","Generic G40 CC Slender",
10270,elixir-sans-regular.ttf,YES,https://do.maisfontes.com/elixir-sans-regular.fon,"Elixir Sans","Elixir Sans","Elixir Sans",elixir-sans-regular
10271,NexaBold.otf,YES,https://font.download/font/nexa-bold,"Nexa Black","Nexa Black","Nexa Black",
10272,Geller-Headline-Medium.otf,YES,https://fonnts.com/geller/,"Geller Headline Medium","Geller Headline Medium","Geller Headline Medium",
10273,Orbitron-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Orbitron,"PODIUM Sharp 3.8","PODIUM Sharp 3.8","PODIUM Sharp 3.8",
10274,Kamerik105-Heavy.ttf,YES,https://ifonts.xyz/kamerik-105-font-family.html,"Kamerik 105 Heavy","Kamerik 105 Heavy","Kamerik 105 Heavy",
10275,Trocchi-Regular.ttf,YES,https://fonts.google.com/specimen/Trocchi,National Forest Print Bold,National Forest Print Bold,National Forest Print Bold,
10276,europa-grotesk-medium.ttf,YES,https://www.freefontdownload.org/en/europa-grotesk-medium.font,Europa Grotesk SH Medium,Europa Grotesk SH Medium,Europa Grotesk SH Medium,europa-grotesk-medium
10277,Univers Next Pro Heavy Condensed Italic.ttf,YES,https://font.download/font/univers-next-pro,Univers Next Pro 721 Condensed Heavy Italic,Univers Next Pro 721 Condensed Heavy Italic,Univers Next Pro 721 Condensed Heavy Italic,
10278,Pacifico-Regular.ttf,YES,https://fonts.google.com/specimen/Pacifico,Glowyts,Glowyts,Glowyts,carimbo-regular
10279,winter-delight-regular.otf,YES,maisfontes.com/winter-delight-regular.fon,Winter Delight,Winter Delight,Winter Delight,winter-delight-regular
10280,Revelstoke Regular.ttf,YES,https://freefonts.co/fonts/revelstoke-regular,Revelstoke Regular,Revelstoke Regular,Revelstoke Regular,revelstoke-regular
10281,Quicksand-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Quicksand,Mr Dodo Medium Rounded,Mr Dodo Medium Rounded,Mr Dodo Medium Rounded,
10282,Lato-Black.ttf,YES,https://fonts.google.com/specimen/Lato,Shelton,Shelton,Shelton,
10283,Rougant_PERSONAL_USE_ONLY.otf,YES,https://www.dafont.com/rougant-rough.font,Rougant Rough,Rougant Rough,Rougant Rough,stormland-personal-use-only
10284,PeGGO Fonts - Orqquidea-Sans_DEMO Bold.otf,YES,https://befonts.com/orqquidea-font.html,Orqquidea Framed,Orqquidea Framed,Orqquidea Framed,orqquidea-sans-bold-demo
10285,BebasNeue Bold.otf,YES,https://font.download/font/bebas-neue,"Heiders Sans R2 Black","Heiders Sans R2 Black","Heiders Sans R2 Black",bebas-neue(family)
10286,Barlow-Regular.ttf,YES,https://fonts.google.com/specimen/Barlow,Evor,Evor,Evor,carimbo-regular
10287,SpecialElite-Regular.ttf,YES,https://fonts.google.com/specimen/Special+Elite,Junior Detective JNL,Junior Detective JNL,Junior Detective JNL,special-elite
10288,Reliable DEMO.otf,YES,https://www.dafont.com/reliable.font,Reliable,Reliable,Reliable,reliable
10289,HandyQuomte-Regular.ttf,YES,https://font.download/font/handy-quomte,Handy Quomte,Handy Quomte,Handy Quomte,handy-quomte
10290,tough-cookie-two.otf,YES,https://maisfontes.com/tough-cookie-two.font,Tough Cookie Two Regular,Tough Cookie Two Regular,Tough Cookie Two Regular,tough-cookie-2
10291,RockSalt-Regular.ttf,YES,https://fonts.google.com/specimen/Rock+Salt,Syndebuk Fill,Syndebuk Fill,Syndebuk Fill,
10292,hatschsanspersonaluseonlyregular-pkezg.otf,YES,https://befonts.com/hatsch-sans-font.html,Hatsch Sans Thin,Hatsch Sans Thin,Hatsch Sans Thin,
10293,RockSalt-Regular.ttf,YES,https://fonts.google.com/specimen/Rock+Salt,IGGY,IGGY,IGGY,
10294,Lavana Personal Use or Demo.otf,YES,https://befonts.com/lavana.charmap,Lavana,Lavana,Lavana,anko-personal-use
10295,DancingScript-VariableFont_wght.ttf,YES,https://fonts.google.com/specimen/Dancing+Script,Honey Painting,Honey Painting,Honey Painting,
10296,ShadowsIntoLight-Regular.ttf,YES,http://fonts.google.com/specimen/Shadows+Into+Light,Blurt,Blurt,Blurt,shadows-into-light
10297,Splashed Regular.ttf,YES,https://freefonts.co/fonts/splashed-regular,Splashed,Splashed,Splashed,splashed-regular
